t,mn_production_max,mn_inventory,mn_backlog,mn_production,mn_allocation,dr_shipment_received,dr_inventory,dr_backlog,dr_orders_from_hc
0,800,0.0,900.0,800.0,0.0,0.0,500.0,0.0,608.0
1,800,0.0,900.0,500.0,0.0,0.0,0.0,0.0,188.0
2,800,800.0,1267.0,800.0,533.0,0.0,0.0,900.0,319.0
3,800,767.0,884.0,484.0,383.0,0.0,0.0,900.0,394.0
4,800,1184.0,813.0,729.0,757.0,533.0,533.0,1267.0,506.0
5,800,911.0,0.0,-329.0,813.0,383.0,597.0,884.0,394.0
6,800,827.0,0.0,729.0,463.0,757.0,1014.0,813.0,401.0
7,800,35.0,0.0,-329.0,0.0,813.0,1250.0,0.0,247.0
8,800,764.0,0.0,729.0,522.0,463.0,1024.0,0.0,14.0
9,800,-87.0,0.0,-329.0,0.0,0.0,378.0,0.0,0.0
10,800,642.0,0.0,729.0,0.0,522.0,900.0,0.0,0.0
11,800,313.0,0.0,-329.0,0.0,0.0,900.0,0.0,0.0
12,800,1042.0,0.0,729.0,0.0,0.0,900.0,0.0,0.0
13,800,713.0,0.0,-329.0,0.0,0.0,900.0,0.0,0.0
14,800,1442.0,0.0,729.0,105.0,0.0,900.0,0.0,105.0
15,40,1008.0,0.0,-329.0,200.0,0.0,795.0,0.0,200.0
16,40,1537.0,0.0,40.0,212.0,105.0,700.0,0.0,212.0
17,40,996.0,0.0,40.0,196.0,200.0,688.0,0.0,196.0
18,40,840.0,0.0,40.0,206.0,212.0,704.0,0.0,206.0
19,40,674.0,0.0,40.0,197.0,196.0,694.0,0.0,197.0
20,800,517.0,0.0,360.0,207.0,206.0,703.0,0.0,207.0
21,800,350.0,0.0,40.0,190.0,197.0,693.0,0.0,190.0
22,800,520.0,0.0,360.0,204.0,207.0,710.0,0.0,204.0
23,800,356.0,0.0,40.0,183.0,190.0,696.0,0.0,183.0
24,800,533.0,0.0,360.0,187.0,204.0,717.0,0.0,187.0
25,800,386.0,0.0,40.0,205.0,183.0,713.0,0.0,205.0
26,800,541.0,0.0,360.0,191.0,187.0,695.0,0.0,191.0
27,800,390.0,0.0,40.0,212.0,205.0,709.0,0.0,212.0
28,800,538.0,0.0,360.0,188.0,191.0,688.0,0.0,188.0
29,800,390.0,0.0,40.0,188.0,212.0,712.0,0.0,188.0
30,800,562.0,0.0,360.0,204.0,188.0,712.0,0.0,204.0
31,800,398.0,0.0,40.0,192.0,188.0,696.0,0.0,192.0
32,800,566.0,0.0,360.0,211.0,204.0,708.0,0.0,211.0
33,800,395.0,0.0,40.0,215.0,192.0,689.0,0.0,215.0
34,800,540.0,0.0,360.0,200.0,211.0,685.0,0.0,200.0
35,800,380.0,0.0,40.0,199.0,215.0,700.0,0.0,199.0
36,800,541.0,0.0,360.0,204.0,200.0,701.0,0.0,204.0
37,800,377.0,0.0,40.0,202.0,199.0,696.0,0.0,202.0
38,800,535.0,0.0,360.0,215.0,204.0,698.0,0.0,215.0
39,800,360.0,0.0,40.0,202.0,202.0,685.0,0.0,202.0
40,800,518.0,0.0,360.0,187.0,215.0,698.0,0.0,187.0
41,800,371.0,0.0,40.0,205.0,202.0,713.0,0.0,205.0
42,800,526.0,0.0,360.0,196.0,187.0,695.0,0.0,196.0
43,800,370.0,0.0,40.0,208.0,205.0,704.0,0.0,208.0
44,800,522.0,0.0,360.0,193.0,196.0,692.0,0.0,193.0
45,800,369.0,0.0,40.0,200.0,208.0,707.0,0.0,200.0
46,800,529.0,0.0,360.0,199.0,193.0,700.0,0.0,199.0
47,800,370.0,0.0,40.0,180.0,200.0,701.0,0.0,180.0
48,800,550.0,0.0,360.0,196.0,199.0,720.0,0.0,196.0
49,800,394.0,0.0,40.0,176.0,180.0,704.0,0.0,176.0
50,800,578.0,0.0,360.0,195.0,196.0,724.0,0.0,195.0
51,800,423.0,0.0,40.0,193.0,176.0,705.0,0.0,193.0
52,800,590.0,0.0,360.0,202.0,195.0,707.0,0.0,202.0
53,800,428.0,0.0,40.0,207.0,193.0,698.0,0.0,207.0
54,800,581.0,0.0,360.0,202.0,202.0,693.0,0.0,202.0
55,800,419.0,0.0,40.0,213.0,207.0,698.0,0.0,213.0
56,800,566.0,0.0,360.0,186.0,202.0,687.0,0.0,186.0
57,800,420.0,0.0,40.0,202.0,213.0,714.0,0.0,202.0
58,800,578.0,0.0,360.0,200.0,186.0,698.0,0.0,200.0
59,800,418.0,0.0,40.0,209.0,202.0,700.0,0.0,209.0
60,800,569.0,0.0,360.0,200.0,200.0,691.0,0.0,200.0
61,800,409.0,0.0,40.0,213.0,209.0,700.0,0.0,213.0
62,800,556.0,0.0,360.0,188.0,200.0,687.0,0.0,188.0
63,800,408.0,0.0,40.0,199.0,213.0,712.0,0.0,199.0
64,800,569.0,0.0,360.0,205.0,188.0,701.0,0.0,205.0
65,800,404.0,0.0,40.0,200.0,199.0,695.0,0.0,200.0
66,800,564.0,0.0,360.0,196.0,205.0,700.0,0.0,196.0
67,800,408.0,0.0,40.0,200.0,200.0,704.0,0.0,200.0
68,800,568.0,0.0,360.0,202.0,196.0,700.0,0.0,202.0
69,800,406.0,0.0,40.0,191.0,200.0,698.0,0.0,191.0
70,800,575.0,0.0,360.0,215.0,202.0,709.0,0.0,215.0
71,800,400.0,0.0,40.0,212.0,191.0,685.0,0.0,212.0
72,800,548.0,0.0,360.0,198.0,215.0,688.0,0.0,198.0
73,800,390.0,0.0,40.0,201.0,212.0,702.0,0.0,201.0
74,800,549.0,0.0,360.0,212.0,198.0,699.0,0.0,212.0
75,800,377.0,0.0,40.0,201.0,201.0,688.0,0.0,201.0
76,800,536.0,0.0,360.0,198.0,212.0,699.0,0.0,198.0
77,800,378.0,0.0,40.0,200.0,201.0,702.0,0.0,200.0
78,800,538.0,0.0,360.0,191.0,198.0,700.0,0.0,191.0
79,800,387.0,0.0,40.0,202.0,200.0,709.0,0.0,202.0
