t,mn_production_max,mn_inventory,mn_backlog,mn_production,mn_allocation,dr_shipment_received,dr_inventory,dr_backlog,dr_orders_from_hc
0,800,0.0,900.0,800.0,0.0,0.0,500.0,0.0,608.0
1,800,0.0,900.0,500.0,0.0,0.0,0.0,0.0,201.0
2,800,800.0,1267.0,800.0,533.0,0.0,0.0,900.0,299.0
3,800,767.0,884.0,484.0,383.0,0.0,0.0,900.0,396.0
4,800,1184.0,813.0,729.0,757.0,533.0,533.0,1267.0,496.0
5,800,911.0,0.0,-329.0,813.0,383.0,597.0,884.0,404.0
6,800,827.0,0.0,729.0,455.0,757.0,1012.0,813.0,346.0
7,800,43.0,0.0,-329.0,0.0,813.0,1258.0,0.0,257.0
8,800,772.0,0.0,729.0,466.0,455.0,1014.0,0.0,0.0
9,800,-23.0,0.0,-329.0,0.0,0.0,434.0,0.0,0.0
10,800,706.0,0.0,729.0,0.0,466.0,900.0,0.0,0.0
11,800,377.0,0.0,-329.0,0.0,0.0,900.0,0.0,0.0
12,800,1106.0,0.0,729.0,0.0,0.0,900.0,0.0,0.0
13,800,777.0,0.0,-329.0,0.0,0.0,900.0,0.0,0.0
14,800,1506.0,0.0,729.0,109.0,0.0,900.0,0.0,109.0
15,40,1068.0,0.0,-329.0,203.0,0.0,791.0,0.0,203.0
16,40,1594.0,0.0,40.0,204.0,109.0,697.0,0.0,204.0
17,40,1061.0,0.0,40.0,198.0,203.0,696.0,0.0,198.0
18,40,903.0,0.0,40.0,206.0,204.0,702.0,0.0,206.0
19,40,737.0,0.0,40.0,210.0,198.0,694.0,0.0,210.0
20,40,567.0,0.0,40.0,187.0,206.0,690.0,0.0,187.0
21,40,420.0,0.0,40.0,187.0,210.0,713.0,0.0,187.0
22,40,273.0,0.0,40.0,230.0,187.0,713.0,0.0,230.0
23,40,83.0,104.0,40.0,83.0,187.0,670.0,0.0,187.0
24,40,40.0,269.0,40.0,29.0,230.0,713.0,0.0,194.0
25,40,51.0,544.0,40.0,34.0,83.0,602.0,104.0,205.0
26,40,57.0,866.0,40.0,35.0,29.0,426.0,269.0,192.0
27,40,62.0,1290.0,40.0,37.0,34.0,268.0,544.0,186.0
28,40,65.0,1692.0,40.0,37.0,35.0,117.0,866.0,199.0
29,40,68.0,2106.0,40.0,38.0,37.0,37.0,1290.0,203.0
30,40,70.0,2500.0,40.0,38.0,37.0,46.0,1692.0,267.0
31,40,72.0,2910.0,40.0,38.0,38.0,54.0,2106.0,374.0
